Hospital,Patient Count,Total Billing
Rogers-Pittman,2,37860.60064183688
"Garza, Young and Smith",1,19489.292949112172
"Gonzalez, White Torres and",1,2188.9526327150397
"and Campbell Scott, Hutchinson",1,42131.40446133097
"and Williams Wilson, Brown",2,20346.984929838174
"and Arnold Anderson, White",1,42453.380336697664
"Johnson and Hill, Brown",1,17314.444765182852
Gallagher-Gomez,2,79165.24746141036
"and Sullivan, Gardner Stevenson",2,61959.096302530794
Nielsen-Reed,1,6565.73879957382
Morton-Howard,2,12355.384714065081
"Scott and Bell, Parker",1,38495.59078196317
Ross PLC,2,52280.540765620586
Day-Robinson,1,44294.3809131703
Harrison Inc,1,5138.779478068436
Valdez-Anderson,2,44387.0602852928
Small-Lee,2,16917.749470524803
"Jones, Schwartz and Ross",1,16324.144273785829
Lopez PLC,15,446579.7825052821
Stewart Sons and,2,86408.34719155819
Morris-Campbell,1,12073.067265369198
"Johnson, and Benson Harris",1,32429.619126939684
Group Evans,5,114769.43960957346
Norman PLC,2,42137.490460766516
and Ochoa Sons,1,14415.583135229539
Hernandez-Wood,1,13325.466025984402
and Lopez Sons,3,56286.781648341486
Weaver-Parker,2,21621.958123334673
and Sims Sons,2,74321.2036134307
Group Cook,9,293505.69833781663
"Ramirez, Torres Brown and",1,6934.019459764394
Henderson-Newton,1,3898.548043170901
Schmidt-Wilson,1,34036.0618345358
PLC Larson,1,21808.82198499412
Mendoza LLC,3,76996.20817561801
"Berg, Perkins and Chan",1,39257.03346113062
"Wise, and Gomez Duffy",1,28557.340644376054
"Warner Evans, Davies and",1,41311.637464778345
Ltd Long,4,123594.97083545147
Cortez-Kramer,1,28447.440044460036
Pineda-Johnson,1,45208.58782400116
Wyatt Group,1,27361.724025332234
Green-Hill,1,46729.7898634886
"Griffin, and Harvey Miller",1,35048.61643177357
"Clark Scott, Sims and",1,29404.911706888186
Wright-Myers,1,29213.58952220525
Morrison Inc,3,41813.50575479785
Harrison PLC,2,39499.16261632694
Wilson-Cook,1,13207.823510706174
Lin-Chen,1,42959.44805934686
Higgins Ltd,2,69349.08791715861
and Gray Sons,3,126045.71742065347
"Matthews Ramirez and Goodwin,",2,64559.4791140441
Dawson-Burke,1,19277.744141976298
Armstrong-Smith,2,77375.75278652048
PLC Sullivan,3,68402.48618672174
LLC Turner,7,190124.86733252893
Baker-Castillo,1,6920.270436203467
"Howard Gutierrez and Mayer,",1,17480.97334626333
"Walker and Rodriguez, Dickson",1,31300.184105995188
"and Brooks Miles, Rodgers",1,37562.98848849829
Huerta-Taylor,1,3094.2412325190135
"and Richards Aguilar Moody,",1,21539.403830380288
Ford-Werner,1,15106.923707707938
Inc Benjamin,2,71615.91783838344
Kemp-Cohen,1,21781.9853011574
"Morgan and Anderson Page,",1,44647.41173938672
LLC Combs,1,15968.581716177929
Gomez-Lyons,1,3603.683632357911
Brown-Gomez,1,25568.919751613877
Richardson-Thomas,1,28872.23001650814
Taylor-David,1,50277.91365515276
Galloway-Beltran,1,21778.356286425056
"Higgins, Wong and Turner",1,26105.76947446749
"Logan and Smith, Stevenson",1,42651.698477443155
"Cruz, Flores and Wolf",1,4928.965925074461
Gardner-Watts,1,16527.557063350778
"Ward Flores, and Dixon",2,73288.38610354613
"Carson Day, Lynch and",1,7902.375852224121
Crawford-Anderson,1,41920.86017778902
"Luna and Hansen, Cook",1,29373.09315891178
"Smith Patel, and Goodwin",1,25520.74136126462
"Stone and Rodriguez, Myers",2,60373.32529189116
Santiago-White,1,45332.12550590978
Williams-Lopez,3,67196.44258275171
"Campbell Snyder and Avery,",1,25049.184318214015
Gonzales Group,5,191523.16012248155
"and Martinez Jones Bates,",1,42209.406170753806
"and Fuller Oneill, Buckley",1,31828.214093093986
Ho-Gill,1,5143.778937426441
"Morris and Patrick, Johnson",1,47355.06719513669
"Wise Valenzuela and Kent,",1,44378.3938069766
"and Larson Gillespie Lester,",1,1247.6735822466892
"Mendoza, Moore and Rich",1,22577.868024341373
"Hopkins and Neal Logan,",2,97329.75808126346
Alvarez-Nunez,1,32208.955893942963
Group Howard,4,83884.26076356802
"Boyer Hayes Hill, and",1,35927.19015548194
Ltd Ryan,1,10578.005412855167
Sons Matthews and,1,36377.962407501065
Ltd Harvey,1,45459.5898499778
Marshall-Walker,1,49713.59628100792
"Maldonado, Williams Taylor and",1,24757.703351225377
"Russell Lee and Crawford,",1,13325.407033840775
"and Duncan Larsen, Jackson",1,36210.13398556086
Robles LLC,2,37548.42896952011
Stafford-Collins,1,5984.679892176972
Ltd Powell,2,64568.74764936952
Conner Inc,3,96108.88241760618
"Smith, Hall and Smith",1,26058.54406109944
and Baker Sons,2,78392.13328401913
"and Blair, Bautista Cuevas",1,47508.82053107437
"Adams, Bowers Escobar and",1,49191.64768802146
"Gibson, and Joseph Kennedy",1,14433.819033374086
Thomas-Goodwin,1,49268.23611808053
Dougherty-Smith,1,34909.7098961913
Wagner-Mason,1,41272.92893997236
Clark-Howard,1,44983.09757051738
Collins-Hernandez,1,1678.8783868793969
"Mendez, Mcdonald and Wilson",1,50012.330746745385
"Woodward, White and Hoffman",2,33620.249609475555
"Luna Gonzales Charles, and",1,5803.935804562688
"George Robinson, Ferguson and",1,44039.50950179961
Quinn-Reilly,2,59792.66447430826
"Porter Tucker, and Travis",1,25492.553641321243
Hodge-Love,1,7287.773893038525
Fowler-Dalton,1,34805.16101175581
Benitez-Rodriguez,1,45662.80605771101
Acosta-Smith,1,4391.133883477857
PLC Spence,2,27637.376782862873
Schneider-Anderson,1,11091.657800506688
Evans-Thompson,1,1180.0542370335077
Yoder-Adams,2,55025.30859563484
"Thompson Hamilton, Wilson and",1,33427.79974940966
"Kelly, Long Fitzpatrick and",1,11741.114029383261
Simmons and Sons,1,39953.74405571637
"Hardy, Kelley and Gonzalez",1,10880.733218937854
"Hunt Macias, and Garcia",2,93505.3129584228
"Hinton, Newman Lynch and",1,47663.05718461805
Ray-Sanchez,1,27447.408280463584
Henry-Black,1,4329.643110695339
Fleming-Klein,1,24638.362001590303
"Brown Johnson, and Mclaughlin",1,31895.984168110594
Walker-Peterson,1,4244.308656219709
"Collins Alexander and Graham,",1,18736.272129495836
"Rodriguez, and Cervantes David",1,34831.151929214204
LLC Orozco,3,96926.03850794048
Mcknight-Buck,1,14719.961229583852
Nixon Sons and,2,90621.26184417114
"and Dunn Tate, Graves",1,26884.56905129399
Lynn-Green,1,31916.906570746305
"Lewis, and Thompson Smith",1,39160.45714813056
"Smith, and Carroll Wright",1,7574.057207467334
Martin-Hart,1,24732.838011706248
"Meyer Jones, and Martinez",1,13957.47688763924
"Perry and Adams, Odom",1,21634.962773607338
"Ford Clark and Romero,",1,27604.7755382544
"and Dalton Ramirez, Moore",1,2852.0966089691074
"Walton Phillips, Thornton and",1,19022.807616712733
Durham-Carter,1,11153.200041504288
Inc Cooley,1,8624.659650301426
"Moore, and Moss Mcmillan",2,44964.42626142095
Conrad-Brock,1,28748.905206779622
Williams-Martinez,3,88540.23565576995
Weber-Reyes,1,47259.7442057254
Ellis-Santiago,1,10704.36910765045
"Nelson Thomas Wright, and",1,41824.0286396784
"Phillips and Turner, Taylor",1,9606.008233864952
"and Ferguson Monroe Mccarty,",1,39327.072818075605
Price-Martinez,2,69749.64467942987
Inc Crawford,2,75237.09961332586
Cummings-Thomas,1,48660.633391460935
Davis-Evans,2,33454.46026129597
Carter-Rodriguez,1,40519.50350856791
Phillips-Wu,1,6697.2240747933065
"Lopez Cross and Ford,",2,76921.8609366264
"Harris Watts, Taylor and",1,16123.297644697519
Green-Reese,1,8262.95104477219
"and Gibson Norris Ortiz,",1,47074.46474592937
Pacheco-Parker,1,7951.263366277642
Marshall-Taylor,2,9149.74284247535
"Martinez Li, and Johnson",1,3214.805304631316
"Vincent Bailey and Williams,",1,-860.6179870790852
"Sims Taylor, Soto and",1,36584.67022496623
"Peters Peck, Lynch and",1,2734.1561635417424
Benson-Gilmore,1,42168.73276932738
"White and Thompson Green,",1,42029.46163226701
Woods-Wilson,1,42794.066931575784
Harper-Contreras,1,34842.50838272561
Weeks-Moreno,1,16866.7081509945
Garza-Strickland,1,34226.56018746313
LLC Colon,2,66791.05568101717
Brewer-Brown,1,10749.849087403149
"Lewis Beard, and Washington",1,21029.559602441754
"Pratt Reed, and Fields",1,32755.688687037327
Taylor-Alvarez,1,9333.001109736415
"and Smith, Tucker Cross",1,46377.86514923159
Hill-Hernandez,1,32905.47679380129
Vargas-Cohen,2,75708.57406934106
Collins-Lozano,1,2275.636631828838
"and Thompson Mccall, Brooks",1,5009.974996254164
Davis-Smith,2,41150.58624357797
Brooks PLC,2,75551.78922062094
Parker-Hodges,1,18231.065765646763
PLC Adams,9,157986.37978861397
Skinner-Sanford,2,21536.996009499813
Garcia Sons and,5,164835.10870572348
Campbell-Bridges,1,49611.45591884031
"Fritz Gonzalez, Rodgers and",1,36334.23009523959
Myers-Ryan,1,31006.67244483677
"Hardy and Ramsey, Patel",1,25478.57836196149
Gonzales-Hubbard,1,41083.41735223039
Garner-Collier,1,17975.32762576033
"Vasquez Hart, and Ruiz",1,43159.41241015829
Grimes-Smith,1,23005.36475946905
"Davis, Morris Richardson and",1,28087.83931920878
Lee-Tate,1,24841.36770032361
Inc Hale,1,5960.8551757451905
"Eaton and Jackson, Nunez",2,49875.15561487516
Greene-Travis,1,41400.969005988976
"Gomez and Norris Holloway,",1,11439.70383974009
Pena-Griffin,1,37913.47147015812
"Wallace, Knight and Mills",1,20715.320438061688
Barr Inc,1,15809.498085478917
Cooper-Burgess,1,25814.928504065338
Vasquez LLC,3,127509.82145791792
Cobb-Reed,1,48419.54461371875
Owens-Hudson,1,3236.134070938948
"Summers Wade, Proctor and",1,46206.964360507205
Wood-Noble,1,7659.045824262377
Ward-Cox,1,38286.959908345845
Gonzales-Bruce,1,45658.75096077995
Castaneda-Downs,1,20012.778715075427
"Madden and Jones Gross,",1,29036.655587315407
Guerrero-Jones,1,40843.93076020491
"Jones, Greer and Alvarado",2,25811.998448186365
Ruiz-Medina,1,17953.501493570122
Rhodes-Williams,1,27273.269728071686
"Johnson, and Smith Brown",1,14294.627637081623
"Bauer and Stewart, Flores",1,8787.08516570919
"Sanchez Blackburn Perkins, and",1,39572.348872384646
Gutierrez-Johnson,1,26652.46768642636
"Malone and Robinson Patterson,",1,5618.669339982729
Marshall-Woodard,1,19492.498098166998
Sons Harris and,1,30174.80426825463
Brooks-Vaughn,1,26028.24282179584
"Andrade Rios Williams, and",1,42442.61957776442
"Campbell Nichols, Garcia and",1,10664.690854652585
and Sons Wood,2,35274.42556814871
Mullen PLC,1,33496.08504817896
Powell-Simpson,1,14807.347545306548
"Stewart, Robertson Beard and",1,6003.987823166522
"Montes, Vaughan and Bell",1,13664.784314398803
"and Wallace Oconnor Weeks,",1,16038.280748755544
"Gray Jimenez, and Roberts",1,28613.20508949347
Roberts-Mason,1,26829.281688515468
Rojas-Simpson,2,25703.32127930265
Sons and Lynch,1,4050.5781675678304
"and Cooper Dunn Moore,",1,5242.383969446177
Hays-Harris,1,40528.88604040677
Lang Group,1,34460.47252753645
LLC Golden,1,19187.239798996972
Wade Group,2,30581.897562418177
"Ho and Martinez Davis,",1,12954.596912651412
Dalton Inc,2,35485.13069003925
"Green Bullock and Jackson,",1,13115.00571384529
Sons and Owens,2,101859.20161088528
"Grant, Hughes Howard and",1,1024.580894559688
Davis-Aguirre,1,17839.01793624735
"Underwood Ryan Maldonado, and",1,24893.250761541316
"Davis and Henderson, Henderson",1,6316.868288809206
Group Knight,3,96994.11584545427
Inc Porter,2,49231.27183019515
"Meyer and Woods Jackson,",1,41941.93204969601
Inc Bauer,3,65274.93630160317
"Miller, Bell and Knapp",2,7441.759267258873
Murray-Edwards,1,35330.81360252768
"Raymond, Walker Cross and",1,5316.104821231748
"Bell and Brown, Edwards",1,19711.234625710254
Obrien Inc,1,15605.895310012955
Morton-Moon,1,4707.752318964524
Hunt Group,3,65428.03991523691
Grant Group,2,37357.570351928225
Schroeder-Potter,1,1979.0844758115263
Orozco and Sons,1,10090.499174340479
May-Levy,1,9475.359537472556
Henson-Montoya,1,37741.19043465099
Morgan-Mills,1,25110.349912563255
PLC Carson,1,8537.176526318715
Kaiser-Barrera,1,38818.30209466511
Wu-Willis,1,20008.138462671628
"Johnson, Edwards Miller and",1,2500.2355973384388
"Jones and Hobbs, Miller",1,25663.444102164543
Inc Jenkins,1,19265.176172339936
Murphy-Lee,1,707.2117174546042
"Fernandez Perry, Parker and",2,18710.664223464824
Jones-Green,1,4632.092197831967
"and Cross, Thomas Allen",1,30935.45761551384
LLC Ho,2,81938.85621711815
"Lindsey Roberts Vega, and",1,8829.483861611161
Perez-Camacho,1,32539.688103548116
Ltd Lindsey,1,17849.970871590576
"Walker Cruz and Roberts,",2,57808.113198911924
"Jimenez Patton and Ramirez,",2,77007.82890044064
Olson Group,4,94463.10297516758
Meyers-Norton,1,19180.473833077973
Griffin-Walters,2,66039.7325619915
LLC Ellis,1,3239.6813847846743
"Simpson Pratt, Johnson and",2,31204.790518622274
"Odom Bender Cole, and",1,8819.08544884495
Ross-Walker,1,20171.10181584358
Johnson-Hubbard,1,37298.980029898936
Cox-Murray,1,34793.68801407986
Douglas Inc,1,32816.348337489435
Rodriguez-King,1,34688.57457465538
"Jimenez, Bailey and Frederick",1,18007.134051282945
Scott-Jackson,1,38036.29015416136
Ltd Kelly,2,48224.058697505505
"and Nunez, Knapp Diaz",1,8131.033348201139
Rice-Thomas,1,2547.1636082734813
"Martinez and Lee, Richmond",1,10109.076410678912
Livingston-Foster,1,17651.151603844577
LLC Richards,2,64259.82482637952
"Holland Lopez and Baker,",1,45627.092482044405
"Olson and Joseph Gray,",1,32835.28912133892
"Moore Mclaughlin Humphrey, and",1,16932.364019933862
"and Glover Brown Perkins,",1,30079.510515191625
Cruz-Garrett,1,20935.36055028057
Kidd-Jensen,1,24280.697614135734
Perez-Chandler,1,43137.10852524162
"Martin and Fletcher, Hoffman",1,7396.176022884359
Gordon-Lopez,1,48680.224929431475
Barrera-Nash,1,7207.1511608868095
"Walls Dean, and Lewis",1,21777.860888857205
Mercado-Boyle,1,3472.770965439547
"Williams and Williams Finley,",1,48609.99289494543
Spencer-Young,1,11634.211262511471
"and Schwartz Sweeney, Huang",1,9160.208002060455
Perez-Cervantes,1,19918.653411423555
Group Rocha,1,16934.998006704445
"Sanchez and Ferrell Peterson,",2,84256.60752944725
"Aguilar Kim and Baker,",1,7904.354340538893
LLC Alvarado,1,31185.073588190207
Campbell Sons and,2,67189.9918786828
Mclaughlin-Ward,2,55749.57137112828
Davenport PLC,1,29914.871375349954
"Shaffer Brown, Kelley and",1,19237.114710237973
"Rubio, Keller and Moore",1,8619.047207410556
Riggs-Smith,1,12290.137001889674
Wilson-Bates,1,17528.248479380174
Johnson-Mills,1,38935.5812652459
"Cabrera Martinez, and Henderson",2,9408.458032001392
Rivera-Barr,1,10817.961410588096
LLC Brock,1,21642.011165228952
Sons Bowers and,1,49153.3424422896
"and Davis Williams Espinoza,",1,2524.9339559669534
"and Palmer Carter Robinson,",1,47807.10822714803
"Knight Norris Thomas, and",1,25992.119214193594
"Coleman and Hahn Johnson,",1,23081.42252019461
Haas Inc,1,35775.8219610319
"and Brennan Rivera, Mckinney",1,24688.63409247776
"Smith Pierce and Moon,",1,3624.3597177846013
Cardenas-Beck,1,19888.495291265834
"Morrison Zimmerman, and Graves",1,38194.35222096054
"Molina, Rogers and Horton",1,3915.2296180693297
Jordan-Hood,1,19825.217117921547
"Parker Jackson, Jackson and",1,17202.046377966686
Inc Johnson,26,587331.7681231427
Williams-Maldonado,1,30096.24825061711
"Perez and Ho, Riley",1,12638.051305047957
"Lopez Stanley, and Perez",1,31781.02203864635
PLC Smith,29,693760.3574496493
Shaw Inc,3,93632.49840379106
Mason-Moore,1,30964.35399426707
Ramirez Inc,6,202892.08430594677
Kirk-Carlson,1,8843.251241935875
Fitzgerald-Miller,1,41577.515441584364
Inc Mccoy,1,9731.227558861538
Cruz Inc,7,232544.1330247847
Jordan-Allen,1,17952.744598095403
"Walsh, and Russell Scott",1,19243.436268383197
White-Levine,2,88222.84977660896
"and Bennett White, Patterson",1,25938.970688084013
LLC Green,5,170092.4414258279
Willis Ltd,3,65449.92308161802
Inc Kline,2,88481.01483349215
Williams-Riley,1,22743.33110584863
Rocha-Fox,1,40192.41301117927
Willis Group,2,36424.11746045827
"Cochran Stevens, and Kaufman",1,31908.740935377184
"Potts and Bird, Petersen",1,28476.064329166264
Santiago-Martinez,1,27896.7123642485
Lynch-Anthony,1,34302.39626132039
Tanner-Whitaker,1,22356.457652120156
"Anderson Massey Johnson, and",1,47683.431178420535
Inc Oliver,2,47774.600792351965
Inc Daniels,4,107848.63641471983
Herman-Wood,1,29401.975864213233
Reed Sons and,4,107477.72681862119
"Frederick and Kennedy, Phillips",1,13090.647906207554
"Williams Cherry Lopez, and",1,5984.544466151819
"and Moon, Moss Ray",1,11452.471876506632
Reilly-Miller,1,764.7231833425521
"Williams Barnes and Fletcher,",1,25979.751628726703
Jimenez Group,3,90174.34912525635
Morgan Ltd,5,152444.5697789549
"and Gomez, Hunt Carrillo",1,19925.165178938605
"and Hunter Hamilton, Bryant",1,7967.773200945659
"Walker Williams, Davidson and",1,44215.61517211702
Mcneil-Rivera,1,37415.75122924655
"Preston Edwards, Dixon and",1,17061.14596545817
"White Palmer Kane, and",1,8905.493988438615
"Keith and Taylor, Stewart",2,69215.22470949918
Jimenez-Wilson,1,46251.37730181073
Martin-Barajas,1,6175.511806975989
Cross-Miller,1,17298.31155177674
"Perez, Mccullough Jones and",1,19839.165000261306
"Smith and Peters Barron,",1,28701.02050908915
"Gonzalez and Bennett, Ashley",1,25826.44391873911
"Valenzuela Robinson, and Juarez",1,43419.8448748624
"and Oliver Stevenson, Hill",1,50338.663271803634
Jones-Petersen,1,35293.754534980144
"and Allen Torres, Rice",1,36106.94995536277
Todd-White,2,93552.8892445216
LLC Robinson,7,240355.1446897817
Fry-Frye,1,4402.918477869582
Rhodes-Dodson,1,42775.871939573284
"Day Larsen, Cross and",1,21725.275419098794
Ford Group,2,36926.77710545667
Vazquez Inc,1,47830.08666671654
and Sons Thomas,5,169152.16697169008
"Yu, and Williams Bradshaw",1,12287.558941639621
Inc Chan,1,6849.876515093927
Baldwin Ltd,2,57349.93683008979
Walton Group,3,90738.20115288615
Glover-Sawyer,1,28038.052113223763
"Monroe Jones and Baker,",1,15215.800140800853
Meadows and Sons,1,31204.173391087654
Bell-Marquez,1,17275.056873867747
"Parker Duncan, Davis and",2,15186.069544040492
Jackson-Stevens,2,69135.2570091396
Hernandez-Dean,1,43344.705817531205
Hernandez-Blankenship,1,40752.35401458641
"and Lopez, Allen Kelly",2,92725.88030276979
Richardson LLC,1,33087.80317601187
"Wilson Cardenas and Reynolds,",1,8850.651488426698
"and Simmons, Mills Weaver",1,8327.043529927505
Vasquez-Becker,2,1892.120998172517
Sanders-Campbell,1,35500.575856888056
"Miller and Herrera, Howell",1,40863.86728419612
"White Morris Bailey, and",1,20076.9322994754
"Donaldson and Martinez Jones,",1,5203.054704177506
Kennedy-Henry,1,42638.691776193926
"Marquez and Goodman, Price",1,24764.4827732737
"Patel Mason Waller, and",1,10631.419313089154
Moreno Ltd,4,71207.87056384698
Johnston-Brown,1,11916.354040578959
Thompson-Lewis,1,43225.950596562274
PLC Henderson,1,49757.80242029188
"Harmon Murillo Black, and",1,16656.878100927803
"Brewer and Santiago Gordon,",1,10560.800200655845
"Donaldson and Quinn, Garcia",1,20033.75450946356
Sons Carey and,1,5568.849035983622
Sons and Ryan,2,51706.95837533989
"King, Montgomery and Khan",1,38835.36452994241
"Carpenter Russell and Banks,",1,16336.714602007727
"Ward and Baker, Dudley",1,3130.5286785613616
"Patterson, Lucas Torres and",2,3798.764231558557
Porter-Wood,1,31822.86168366503
"Hall Skinner, Davis and",1,40340.377898149105
Jefferson PLC,1,24933.676414892805
Simmons-Perez,1,46296.24726077865
"Brown, Phillips Ross and",1,41244.118105866764
"and Dalton Mueller, Lopez",1,21256.529147187746
"Davenport Hernandez Sweeney, and",1,6712.798416626184
