Hospital,Patient Count,Total Billing
"and Wallace Oconnor Weeks,",1,16038.280748755544
"Gray Jimenez, and Roberts",1,28613.20508949347
Roberts-Mason,1,26829.281688515468
Rojas-Simpson,1,12851.660639651325
Sons and Lynch,1,4050.5781675678304
"and Cooper Dunn Moore,",1,5242.383969446177
Hays-Harris,1,40528.88604040677
Lang Group,1,34460.47252753645
LLC Golden,1,19187.239798996972
Wade Group,1,27474.246644231134
"Ho and Martinez Davis,",1,12954.596912651412
Dalton Inc,1,5068.525428237306
"Green Bullock and Jackson,",1,13115.00571384529
Sons and Owens,1,50929.60080544264
"Grant, Hughes Howard and",1,1024.580894559688
Davis-Aguirre,1,17839.01793624735
"Underwood Ryan Maldonado, and",1,24893.250761541316
"Davis and Henderson, Henderson",1,6316.868288809206
Group Knight,1,42613.93669369993
Inc Porter,1,20352.800597045996
"Meyer and Woods Jackson,",1,41941.93204969601
Inc Bauer,2,54025.04656448071
"Miller, Bell and Knapp",1,3720.8796336294363
Murray-Edwards,1,35330.81360252768
"Raymond, Walker Cross and",1,5316.104821231748
"Bell and Brown, Edwards",1,19711.234625710254
Obrien Inc,1,15605.895310012955
Morton-Moon,1,4707.752318964524
Hunt Group,1,25552.15349977605
Grant Group,2,37357.570351928225
Schroeder-Potter,1,1979.0844758115263
Orozco and Sons,1,10090.499174340479
May-Levy,1,9475.359537472556
Henson-Montoya,1,37741.19043465099
Morgan-Mills,1,25110.349912563255
PLC Carson,1,8537.176526318715
Kaiser-Barrera,1,38818.30209466511
Wu-Willis,1,20008.138462671628
"Johnson, Edwards Miller and",1,2500.2355973384388
"Jones and Hobbs, Miller",1,25663.444102164543
Inc Jenkins,1,19265.176172339936
Murphy-Lee,1,707.2117174546042
"Fernandez Perry, Parker and",1,9355.332111732412
Jones-Green,1,4632.092197831967
"and Cross, Thomas Allen",1,30935.45761551384
LLC Ho,1,37492.68398263933
"Lindsey Roberts Vega, and",1,8829.483861611161
Perez-Camacho,1,32539.688103548116
Ltd Lindsey,1,17849.970871590576
"Walker Cruz and Roberts,",1,28904.056599455962
"Jimenez Patton and Ramirez,",1,38503.91445022032
Olson Group,1,37067.46709630632
Meyers-Norton,1,19180.473833077973
Griffin-Walters,1,33019.86628099575
LLC Ellis,1,3239.6813847846743
"Simpson Pratt, Johnson and",1,15602.395259311137
"Odom Bender Cole, and",1,8819.08544884495
Ross-Walker,1,20171.10181584358
Johnson-Hubbard,1,37298.980029898936
Cox-Murray,1,34793.68801407986
Douglas Inc,1,32816.348337489435
Rodriguez-King,1,34688.57457465538
"and Brennan Rivera, Mckinney",1,24688.63409247776
"Molina, Rogers and Horton",1,3915.2296180693297
Jordan-Hood,1,19825.217117921547
"Parker Jackson, Jackson and",1,17202.046377966686
Inc Johnson,12,237913.1119063192
Williams-Maldonado,1,30096.24825061711
"Perez and Ho, Riley",1,12638.051305047957
"Lopez Stanley, and Perez",1,31781.02203864635
PLC Smith,12,260513.22585285886
Shaw Inc,3,93632.49840379106
Mason-Moore,1,30964.35399426707
Ramirez Inc,4,154693.29532337416
Kirk-Carlson,1,8843.251241935875
Fitzgerald-Miller,1,41577.515441584364
Inc Mccoy,1,9731.227558861538
Cruz Inc,3,118779.26444649536
Jordan-Allen,1,17952.744598095403
"Walsh, and Russell Scott",1,19243.436268383197
White-Levine,2,88222.84977660896
"and Bennett White, Patterson",1,25938.970688084013
LLC Green,3,96942.53576920187
Willis Ltd,2,41558.06239592112
Inc Kline,1,44240.50741674608
Williams-Riley,1,22743.33110584863
Rocha-Fox,1,40192.41301117927
Willis Group,2,36424.11746045827
"Cochran Stevens, and Kaufman",1,31908.740935377184
"Potts and Bird, Petersen",1,28476.064329166264
Santiago-Martinez,1,27896.7123642485
Lynch-Anthony,1,34302.39626132039
Tanner-Whitaker,1,22356.457652120156
"Anderson Massey Johnson, and",1,47683.431178420535
Inc Oliver,2,47774.600792351965
Inc Daniels,3,63564.89889404328
Herman-Wood,1,29401.975864213233
Reed Sons and,3,81783.17673962552
"Frederick and Kennedy, Phillips",1,13090.647906207554
"Williams Cherry Lopez, and",1,5984.544466151819
"and Moon, Moss Ray",1,11452.471876506632
Reilly-Miller,1,764.7231833425521
"Williams Barnes and Fletcher,",1,25979.751628726703
Jimenez Group,1,18345.5656880382
Morgan Ltd,3,118327.99326023892
"and Gomez, Hunt Carrillo",1,19925.165178938605
"and Hunter Hamilton, Bryant",1,7967.773200945659
"Walker Williams, Davidson and",1,44215.61517211702
Mcneil-Rivera,1,37415.75122924655
"Preston Edwards, Dixon and",1,17061.14596545817
"White Palmer Kane, and",1,8905.493988438615
"Keith and Taylor, Stewart",1,34607.61235474959
Jimenez-Wilson,1,46251.37730181073
Martin-Barajas,1,6175.511806975989
Cross-Miller,1,17298.31155177674
"Perez, Mccullough Jones and",1,19839.165000261306
"Smith and Peters Barron,",1,28701.02050908915
"Gonzalez and Bennett, Ashley",1,25826.44391873911
"Valenzuela Robinson, and Juarez",1,43419.8448748624
"and Oliver Stevenson, Hill",1,50338.663271803634
Jones-Petersen,1,35293.754534980144
"and Allen Torres, Rice",1,36106.94995536277
Todd-White,1,46776.4446222608
LLC Robinson,4,132002.43157181938
Fry-Frye,1,4402.918477869582
Rhodes-Dodson,1,42775.871939573284
"Day Larsen, Cross and",1,21725.275419098794
Ford Group,1,27001.931380005175
Vazquez Inc,1,47830.08666671654
and Sons Thomas,2,70526.70556337279
"Yu, and Williams Bradshaw",1,12287.558941639621
Inc Chan,1,6849.876515093927
Baldwin Ltd,1,40081.60743397087
Walton Group,1,36930.86189916552
Glover-Sawyer,1,28038.052113223763
"Monroe Jones and Baker,",1,15215.800140800853
Meadows and Sons,1,31204.173391087654
Bell-Marquez,1,17275.056873867747
"Parker Duncan, Davis and",1,7593.034772020246
Jackson-Stevens,1,37469.42425806308
Hernandez-Dean,1,43344.705817531205
Hernandez-Blankenship,1,40752.35401458641
"and Lopez, Allen Kelly",1,46362.94015138489
Richardson LLC,1,33087.80317601187
"Wilson Cardenas and Reynolds,",1,8850.651488426698
"and Simmons, Mills Weaver",1,8327.043529927505
Vasquez-Becker,1,946.0604990862585
Sanders-Campbell,1,35500.575856888056
"Miller and Herrera, Howell",1,40863.86728419612
"White Morris Bailey, and",1,20076.9322994754
"Donaldson and Martinez Jones,",1,5203.054704177506
Kennedy-Henry,1,42638.691776193926
"Marquez and Goodman, Price",1,24764.4827732737
"Patel Mason Waller, and",1,10631.419313089154
Moreno Ltd,1,16056.336851778971
Johnston-Brown,1,11916.354040578959
Thompson-Lewis,1,43225.950596562274
PLC Henderson,1,49757.80242029188
"Harmon Murillo Black, and",1,16656.878100927803
"Brewer and Santiago Gordon,",1,10560.800200655845
"Donaldson and Quinn, Garcia",1,20033.75450946356
Sons Carey and,1,5568.849035983622
Sons and Ryan,1,36305.56756071667
"King, Montgomery and Khan",1,38835.36452994241
"Carpenter Russell and Banks,",1,16336.714602007727
"Ward and Baker, Dudley",1,3130.5286785613616
"Patterson, Lucas Torres and",1,1899.3821157792786
Porter-Wood,1,31822.86168366503
"Hall Skinner, Davis and",1,40340.377898149105
Jefferson PLC,1,24933.676414892805
Simmons-Perez,1,46296.24726077865
"Brown, Phillips Ross and",1,41244.118105866764
"and Dalton Mueller, Lopez",1,21256.529147187746
"Davenport Hernandez Sweeney, and",1,6712.798416626184
"and Myers, Lopez Perkins",1,38142.59175264722
"Rodriguez Diaz Daugherty, and",1,28270.30357174423
"Mclaughlin, and Tucker Francis",1,7566.859306761831
Frye Group,1,27009.21240921247
Odom-Oneal,1,48775.045688281454
"Valencia Molina, Lopez and",1,2500.681593384036
Rios Group,1,48115.638451456856
"Gates Underwood, Coleman and",1,10768.308796446923
Burns-Smith,2,33232.546220149634
"and Mejia Johnson Clark,",1,36973.343964037005
"King, Smith and Little",1,48125.80595672357
"James, Moore Hawkins and",1,3122.329253433202
Banks-Johnson,1,9338.232203369444
Benson-Johnson,1,23061.346161141653
Powell-Hull,1,27843.311033826696
Barnett-Brown,1,3697.14711619357
Fisher-Madden,1,22925.810196067574
"Wiggins Pacheco, and Vasquez",1,24179.521880539527
Washington-Lambert,1,23667.765314836844
Stewart-Whitaker,1,14959.121885337976
and Sons Matthews,1,44455.535991690165
"Sellers and Evans Marshall,",1,22157.78504412857
Johnson-Lawson,2,55449.47782478461
"Ware Arnold, Vega and",1,27202.886684468074
Garcia-Soto,1,18522.685921820186
"and Gray, Patton Silva",1,8192.971770616467
Weiss-Davis,1,7761.166795645527
Group Castaneda,1,44452.30500439852
Sons Lee and,2,48385.036864295056
Hernandez Ltd,5,105361.71966817812
"Gonzales Montoya, and Diaz",1,48064.816646327716
Lewis PLC,1,24409.925333822277
"and Pratt, Boyd Zamora",1,42818.77148497374
"Vargas and Patterson Cook,",1,18967.851403160217
"Anderson, Mitchell and Walker",1,11769.625627563002
"and Robinson Davis, Schmitt",1,32586.077239559334
Owens Group,1,9856.026534094299
"Roberts and Brooks Madden,",1,23502.02405234322
"Flores Smith, and Garza",1,9618.283059151134
Hahn LLC,1,40693.89490307018
Miller-Green,1,12157.747781938913
"and Cross Roberts Clay,",1,23312.251742751876
Rodriguez-Hall,1,4460.365704927665
Monroe Sons and,1,36017.777657015715
"Zimmerman Bishop and Bush,",1,49842.57360433699
"Stephens Black, Tucker and",1,40463.02289393569
"and Young, White Adams",1,28893.370986791415
"Mercer Baker, Floyd and",1,16506.196837095762
"Nguyen Davidson Brown, and",1,49947.1281572778
Schwartz PLC,2,29563.52873330684
Brown-Thomas,1,31153.783300264637
Moore-Ramos,1,21984.71629799726
LLC Maddox,1,27458.692063385824
Phillips-Alexander,1,34402.040650994226
"and Golden Johnson, Burns",1,7413.883205396356
"Brown, and Montgomery Lopez",1,47674.48999224114
Wolfe LLC,1,35519.28274047448
Taylor-Cortez,1,13160.202628332905
Schroeder-Harvey,1,17013.68249385955
Gilbert-Evans,1,31621.70996058041
Heath-Garcia,1,3898.860882302927
"Solomon, Smith and Kaiser",1,35320.66487736817
Group Preston,1,5982.460650922437
Martinez-James,1,36811.655891609094
"Schmidt, Ramsey Day and",1,40826.37387544401
Garcia-Frey,1,4048.692072170664
Watts Inc,1,15316.514578094317
"and Stokes Allen, Khan",1,5877.117770274623
"Wall Brooks Jenkins, and",1,43966.46476795127
Thompson-Smith,1,23043.466194294117
"Wright Chase West, and",1,8240.729955388195
"Daniel, and Williams Lawrence",1,13274.218177161063
"Contreras and Bowen, Floyd",1,4301.081527500886
"Andrews, Lowe Cross and",1,4057.998381467037
Neal Group,1,20631.300004784694
"Campbell, and Butler Alvarez",1,40763.19738506139
"and Hopkins Jones, Mccullough",1,22185.241650698976
"Kane Bird Simmons, and",1,17337.674153203323
Davis-Scott,1,41526.190781231206
"Carlson Austin, Smith and",1,38059.54566719842
PLC Montoya,1,12614.85775396399
"Davis and Graham, Warner",1,16251.822416504585
Jones-Horton,1,4207.412647210507
Group Gilbert,1,15315.337822715166
Henderson-Lewis,1,25897.367086944236
Ellis-Thomas,1,47251.06572431265
"Finley and Vargas, Gutierrez",1,42098.46613817421
Braun-Norman,1,11262.869731830338
Rogers-Peterson,1,10760.616236325817
"and Cook Brown Gilmore,",1,21565.565450724218
"White Smith, Wilkerson and",1,5937.8959396255905
"and Sullivan Carroll Fox,",1,20496.979985589343
Obrien-Smith,1,16326.492428325484
Navarro LLC,1,42346.69291071235
"and Owens Byrd Turner,",1,40859.95258377178
"Garcia Roberson Taylor, and",1,32418.940388367668
"Tran, Sullivan and Johnson",1,14447.2325267398
Carlson-Christensen,1,45263.37121612631
"and Fernandez Fisher, Owen",1,43748.74430770876
Mendez-Walton,1,45684.50760730973
Hernandez-Sherman,1,4183.594572401594
"and Walters, Mcconnell Figueroa",1,47865.098977659174
"and Perez, Bradford Evans",1,2942.4815979883233
Hall-Fritz,1,21604.873290336353
Fuller Inc,2,64096.44872357744
Shaffer Inc,1,42959.558957581015
"Sawyer and Atkinson, West",1,13532.635078987516
Mcdonald-Davis,1,32523.15678611793
"Kennedy, and Petersen Davis",1,28128.61702155283
"Roberts, Foley and Cooper",1,2672.4151566458695
Ltd Pace,1,23130.7141250296
"Dyer White, Roberts and",1,6982.3374427555145
"Barrett Lee and Ramos,",1,40181.40061120844
"Strong Santos, Black and",1,9004.214617868513
Ewing-Hartman,1,35330.66765161375
"and Barnes Thompson, Lopez",1,3597.5065412946
Mitchell-Hart,1,40021.83044365978
Sons and Clay,1,35905.74447116232
Santiago-Ward,1,6927.739644932201
"Kennedy Evans and Rojas,",1,28093.33373351221
"and Smith, Fleming Little",1,16508.10409286917
Houston PLC,1,18843.02301783416
"Knight and Nguyen, Riggs",1,28051.499483946325
Wright-Alexander,1,40133.96739245519
Rodriguez-Zimmerman,1,13418.216367935536
Rios Ltd,1,17263.948978830806
Long-Lee,1,29822.097860118054
Odonnell-Watts,1,22108.97199939267
Group Rivera,1,44075.25208426647
Thompson-Brown,3,26215.657949308013
Patterson-Sexton,1,4897.453881624473
Freeman-Simon,1,42159.55889575153
Sons Allison and,1,6186.133307383427
"Williams, Lopez David and",1,8982.431490890662
"Hubbard Edwards, Romero and",1,20145.9295655392
Powell-Brown,1,24184.49130569167
PLC Kim,3,94161.14976756548
PLC Mendoza,3,90919.21241728663
"Franklin Dixon and Chen,",1,17044.146803256885
and Friedman Sons,1,13811.930913614135
PLC Stone,2,45674.5366922703
Miller-Guzman,1,2231.593619082466
"Taylor Morales, and Stewart",1,31737.546853994896
Willis-Gomez,1,13146.88820722558
Keith LLC,1,23914.733662190018
Barnes-Cardenas,1,19069.919218275525
Mays-Crawford,1,4594.423864767388
Rodriguez Group,8,248539.21306080994
"and Moore Tate, Hooper",1,49489.37793381486
Wolf PLC,1,16244.790116659042
"and Wallace Larson, Berry",1,25309.195831167457
Dixon-Ponce,1,20928.31270714953
James-Barrett,1,6152.603493366628
Wong-Stewart,1,4015.4078475076276
"Carlson Sutton, and Beasley",1,8263.825088004009
Inc Bell,2,59551.94152263382
Sons and Smith,6,144166.96230929074
Moon-Jensen,1,21620.340376423286
"Villa, and Ray West",1,38844.488768514406
Adams Group,3,87875.90334686845
"Vasquez, Williams and Lowe",1,49696.43473174023
Ltd Henderson,3,64699.63488757689
"Austin, Barr and Berry",1,39870.53016129599
"and Hoffman Bowman Lee,",1,25725.50804495016
Lucero-Choi,1,44181.25468731447
Powers Group,1,1216.9612472237818
Graves-Burgess,1,32971.400663688895
Guzman-Vega,1,3202.4204890459728
Group Lawson,1,28303.623691592762
Dudley-Mclaughlin,1,23717.29343497082
Patterson-Ford,1,43403.57705592911
"Stevenson Pierce Hill, and",1,4324.979844718371
Sons Johnston and,1,42826.65034821918
"Santos Clark and Graham,",1,35943.76030551306
Washington PLC,2,4505.104738736674
Simmons-Wiley,1,19552.174602096915
"and Hart Browning Hill,",1,24192.133700161852
"Clark Miller Harris, and",1,14147.22328447748
Wise-Welch,1,17853.725387171075
"and Gray Reynolds Fisher,",1,44319.57917119104
Padilla-Wilson,1,7986.27517462461
"Christian Mcdonald, and Mills",1,15714.125761322011
Sanchez-Monroe,1,22873.182711562124
Giles-Burke,1,13474.988866186572
"and Harris, Huang Travis",1,31446.983377506454
"and Hall Thornton Lambert,",1,14196.710479485873
"and Haas Johnson Fowler,",1,11344.866983309177
Rodriguez-Walker,1,12928.743193482851
Hood-Smith,2,64750.81460388895
"Robinson Richards, Dodson and",1,39745.15849101783
"Mejia and Smith, Lopez",1,29266.377065168683
Daniels-Reynolds,1,31114.37499825378
"and Adams, Evans Hill",1,8702.18308179927
"Ortega Banks, Parrish and",1,15576.887158001593
"Moreno Dudley, and Johnson",1,41212.334350143814
Carroll-Hardy,1,38507.46803432291
Nelson-Boone,1,28541.47814326474
Orozco LLC,1,31004.279326812986
Howard-Klein,1,50033.88928435262
"Green and Kim, Anderson",1,21881.38335647246
"and Patton, Henry Thomas",1,29227.021283066453
"Jones and Martin Nielsen,",1,14650.618994514964
"and Freeman Mendez Owen,",1,44960.27573897716
Pierce-Banks,1,6394.428213392521
Bowen-Barton,1,18983.992979373146
Stewart-Nelson,1,24053.732222176295
Hogan Inc,1,29331.65625976867
"Murphy, Mills Jackson and",1,37592.117133636806
Johnston-West,1,17226.775272554307
"and Miller, Golden Gibbs",1,49306.89839182444
Zhang-James,1,48130.08856805686
Osborne-Jenkins,1,46249.490883767794
"Shelton Black Ritter, and",1,28332.559257505265
"Gonzalez Olson Garcia, and",1,16040.000877784085
Sons Jackson and,1,35185.88266692013
Watson Ltd,4,108692.84626101748
Watkins-Jarvis,1,48902.7136633369
Erickson-Alexander,1,39237.675313830005
English LLC,1,20043.116013052873
Robbins-Henry,1,1104.209804476086
"Daniel Johnson, and Dominguez",1,7563.687185184026
Dickerson-Cameron,1,23645.969655634894
Patton-Miller,1,15463.879422914486
"Palmer, Ellis and Green",1,9405.603434784809
"Barrera Long and Vargas,",1,39804.64400703725
Barnes-Vargas,1,13929.36498995888
Jefferson LLC,1,26918.13943417847
"Hines and Bell Rose,",1,26522.58840007766
Baker-Davis,1,34797.278847453184
"Wilson and Harrison, Reed",1,1634.0796859649622
"Nelson Foley, Smith and",1,23930.28855456563
"Holden, Collins and Glover",1,14160.481074311443
Valencia-Lee,1,15252.56543888882
Bennett-Roberts,1,23333.54394884575
"and Torres, Lopez Dean",1,8508.109566100127
"and Miller Davis Luna,",1,6153.784145406439
Stevens Group,1,4787.988724468611
Stewart-Hoffman,1,42265.74016315547
"Harvey, Sanders Daniels and",1,30404.00241064493
Russell-Ponce,1,4259.709653760894
Armstrong-Gilbert,1,2364.4461547065757
"Bruce and Duran Diaz,",1,4265.194628634126
Woods Group,1,35904.75219444471
Shepherd Ltd,1,15069.444496517432
"Stewart and Raymond Martinez,",1,3185.9522443419496
Hart-Jones,1,4147.232604754086
Gibson-Harrell,1,7770.60118706042
"and Howell Brooks, Rogers",1,25966.328610220968
Group Armstrong,2,79080.58827671557
"Anderson Morton and Vang,",1,48065.46239315386
Haynes-Silva,1,48491.643210085116
Gutierrez Inc,4,74142.1147795566
"Barajas and Byrd, Wolf",1,43825.05667048354
"Walker, and Webb Morton",1,13907.107126532263
Green PLC,6,177757.39628587116
Tucker-Brown,1,9955.44142848513
Cooley-Howell,1,32857.62367707483
Inc Navarro,2,67261.11201809658
Bridges-Anthony,1,3028.8257841035593
Levy-Smith,1,24217.320709978867
"Allen Campbell, and Hurst",1,1583.3775568939907
Wiggins Inc,2,52897.38969968539
Guzman-Stanton,1,6768.162499105482
"Garcia Obrien, Casey and",1,17860.21344103559
Turner-Curtis,1,12373.750861438763
Avila Group,1,48816.36189744455
Johnson-Buchanan,1,36313.5636327386
Barron-Jarvis,1,44605.63566345095
Malone-Mitchell,1,48887.31593422624
Brown-Combs,1,49668.58494708179
"Stanley, Garrett and Wiley",1,39458.41108947405
"Johnson Mcintyre, and Webb",1,31448.24620128639
Richardson-Bennett,1,-378.9607841101273
Cooper-Mcdaniel,1,11012.443872927894
Sons and Hood,1,10677.13989513385
"Vaughn Perez and Gardner,",1,22803.343392437993
Jennings PLC,1,10295.969221613694
Valdez-Ellis,1,35587.62352439732
Page LLC,1,36734.62515801944
Johnson-Brown,1,13677.337019831286
"and Bowers Harrison Mckay,",1,20031.067531825276
"Stafford Valenzuela and Richards,",1,13069.865923121639
Atkinson-Johnson,2,59589.222035193176
Sons and Watkins,2,38225.14791719864
Lewis-Griffith,1,37154.115869325935
"Hodges, Williamson and Gibson",1,40553.84736707315
Martin-Hurley,1,48442.99917984659
"Collins, Arellano and Haas",1,32922.51175722145
"Delgado Mitchell Rodriguez, and",1,11842.035360521562
"and Williams Day, Tyler",1,13419.55990247621
"and Morgan, Anderson Atkins",1,10616.603349934654
"Flowers, Kemp Anderson and",1,29255.24339550481
and Bentley Sons,1,29416.637033885454
Pham Ltd,2,67214.50348435335
Harper-Ho,1,21215.26682346129
Lee-Barnes,1,3739.0796935452863
Strickland-Williams,1,30532.135323106464
Riley-Miller,1,42007.8308720993
Ferguson Inc,1,6895.379486411986
"Pennington Harrison, and Harmon",1,48295.428249540215
"and Chan, Thompson Walls",1,34929.40051540279
Inc Young,3,43918.185725523246
